project_id,state,district,constituency,latitude,longitude,work_type,work_description,implementing_agency,sanctioned_amount,estimated_cost,revised_cost,expenditure,completion_percentage,expected_completion_percentage,sanction_date,expected_completion_date,actual_completion_date,number_of_payments,amount_last_payment,project_status,beneficiary_count
MPL-260092,Karnataka,Bengaluru Urban,Bengaluru Urban Parliamentary Constituency,12.99473,77.58612,Community Hall,"Construction of multipurpose community hall in Ward 3, Bengaluru Urban",District Education Office,4988073.21,4900000.0,5012720.17,5232694.41,100.0,100.0,2025-05-22,2026-10-27,2026-11-06,2,506045.73,Completed,15833
MPL-260093,Karnataka,Mysuru,Mysuru Parliamentary Constituency,12.32592,76.55527,Solar Lighting,"Installation of solar street lighting in Ward 4, Mysuru",Municipal Corporation,16201365.54,14800000.0,14060000.0,6908498.65,38.4,44.1,2024-07-19,2025-11-07,,4,802735.04,Delayed,12867
MPL-260094,West Bengal,Kolkata,Kolkata Parliamentary Constituency,22.56149,88.37913,Drainage,"Storm water drain and culvert improvement in Ward 5, Kolkata",District Education Office,2283624.0,2100000.0,2273761.28,636387.44,22.9,20.6,2024-08-11,2025-04-21,,2,145647.94,Delayed,8428
MPL-260095,Assam,Kamrup,Kamrup Parliamentary Constituency,26.15873,91.79599,Sports,"Development of public sports ground in Ward 6, Kamrup",District Rural Development Agency,11209792.06,11200000.0,13037783.87,8930681.78,75.7,71.3,2025-02-03,2026-07-17,,2,1010861.35,Delayed,7323
MPL-260096,Gujarat,Ahmedabad,Ahmedabad Parliamentary Constituency,23.16036,72.55511,Road,"Construction of cement concrete link road in Ward 7, Ahmedabad",Municipal Corporation,5501392.86,5500000.0,5225000.0,4129460.28,76.4,66.1,2024-08-18,2025-04-17,,2,548977.26,Delayed,3520
MPL-260097,Odisha,Khordha,Khordha Parliamentary Constituency,20.14677,85.86053,Education,"Additional classrooms and sanitation block at government school in Ward 8, Khordha",District Rural Development Agency,17630487.36,16300000.0,19836861.47,2726247.19,8.0,34.6,2024-11-24,2025-12-17,,8,804979.41,Delayed,7218
MPL-260098,Maharashtra,Pune,Pune Parliamentary Constituency,18.47314,73.79978,Water Supply,"Piped drinking water system with overhead tank in Ward 9, Pune",Water Board,6608635.1,6100000.0,6304295.08,6155247.3,88.3,90.7,2025-09-23,2026-07-30,,3,1147409.04,Delayed,11272
MPL-260099,Maharashtra,Nagpur,Nagpur Parliamentary Constituency,21.13885,79.10707,Health,"Upgrade of primary health centre and equipment in Ward 10, Nagpur",District Rural Development Agency,10019093.55,9800000.0,9310000.0,5303283.94,63.5,58.6,2025-06-26,2027-02-12,,6,526953.22,In Progress,9390
MPL-260100,Uttar Pradesh,Lucknow,Lucknow Parliamentary Constituency,26.8259,81.00678,Community Hall,"Construction of multipurpose community hall in Ward 11, Lucknow",Water Board,17882397.09,17200000.0,19043315.91,15048329.08,71.5,75.3,2024-11-14,2026-04-06,,5,4044835.48,Delayed,1410
MPL-260101,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,25.31223,82.96374,Solar Lighting,"Installation of solar street lighting in Ward 12, Varanasi",Water Board,12145232.3,11300000.0,10735000.0,7411931.57,52.3,64.1,2025-11-20,2026-09-14,,8,1298144.65,In Progress,14684
MPL-260102,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,26.82931,75.61986,Drainage,"Storm water drain and culvert improvement in Ward 13, Jaipur",Public Works Department,13494643.66,12900000.0,13501399.88,4221113.98,43.8,57.5,2024-12-22,2026-08-13,,4,563668.79,Delayed,13082
MPL-260103,Rajasthan,Udaipur,Udaipur Parliamentary Constituency,24.66968,73.81128,Sports,"Development of public sports ground in Ward 14, Udaipur",Public Works Department,7533749.65,7400000.0,7279917.69,4121893.69,43.3,52.4,2025-04-08,2026-09-08,,6,856525.72,In Progress,17391
MPL-260104,Tamil Nadu,Chennai,Chennai Parliamentary Constituency,13.09761,80.36571,Road,"Construction of cement concrete link road in Ward 15, Chennai",Water Board,16619481.61,16500000.0,17605523.01,16452729.89,85.4,80.7,2025-11-15,2027-03-24,,2,4047395.76,In Progress,4625
MPL-260105,Tamil Nadu,Madurai,Madurai Parliamentary Constituency,9.83215,78.08623,Education,"Additional classrooms and sanitation block at government school in Ward 16, Madurai",Water Board,13624162.08,13300000.0,12635000.0,12668335.3,97.3,88.1,2025-02-24,2026-01-10,,5,3576489.72,Delayed,9735
MPL-260106,Karnataka,Bengaluru Urban,Bengaluru Urban Parliamentary Constituency,12.93465,77.52385,Water Supply,"Piped drinking water system with overhead tank in Ward 17, Bengaluru Urban",District Education Office,4259276.92,3900000.0,4299069.6,2880610.11,63.4,45.8,2024-11-28,2026-07-07,,3,330337.98,Delayed,6000
MPL-260107,Karnataka,Mysuru,Mysuru Parliamentary Constituency,12.3053,76.58218,Health,"Upgrade of primary health centre and equipment in Ward 18, Mysuru",Municipal Corporation,18847024.04,17500000.0,18807758.3,10717186.84,63.8,94.9,2025-09-21,2027-01-25,,4,1651452.15,In Progress,11015
MPL-260108,West Bengal,Kolkata,Kolkata Parliamentary Constituency,22.51458,88.3572,Community Hall,"Construction of multipurpose community hall in Ward 1, Kolkata",District Rural Development Agency,17914893.6,16800000.0,17021435.26,18304759.81,83.9,71.6,2025-03-10,2025-11-27,,4,4466015.07,Delayed,13258
MPL-260109,Assam,Kamrup,Kamrup Parliamentary Constituency,26.15393,91.76503,Solar Lighting,"Installation of solar street lighting in Ward 2, Kamrup",District Education Office,13348522.49,13200000.0,15836983.05,9377258.13,81.3,72.6,2025-02-07,2026-04-08,,5,1279836.7,Delayed,3623
MPL-260110,Gujarat,Ahmedabad,Ahmedabad Parliamentary Constituency,22.99023,72.56148,Drainage,"Storm water drain and culvert improvement in Ward 3, Ahmedabad",Water Board,13491201.4,13300000.0,14955503.71,9093490.59,55.9,75.5,2025-07-09,2026-10-19,,6,1065820.79,In Progress,818
MPL-260111,Odisha,Khordha,Khordha Parliamentary Constituency,20.07155,85.93041,Sports,"Development of public sports ground in Ward 4, Khordha",Water Board,12176637.4,11500000.0,13315912.7,8656093.4,68.2,88.5,2025-04-27,2026-08-22,,8,2226928.83,Delayed,16990
MPL-260112,Maharashtra,Pune,Pune Parliamentary Constituency,18.45348,73.85832,Road,"Construction of cement concrete link road in Ward 5, Pune",Water Board,8526010.18,8000000.0,8041910.34,9161634.18,91.1,98.3,2025-09-22,2027-04-16,,7,2309879.83,In Progress,5542
MPL-260113,Maharashtra,Nagpur,Nagpur Parliamentary Constituency,21.00308,79.0788,Education,"Additional classrooms and sanitation block at government school in Ward 6, Nagpur",District Rural Development Agency,17103384.85,15900000.0,18881370.77,6930914.25,25.8,38.3,2024-10-19,2026-05-18,,4,1502866.43,Delayed,8786
MPL-260114,Uttar Pradesh,Lucknow,Lucknow Parliamentary Constituency,26.85986,80.98952,Water Supply,"Piped drinking water system with overhead tank in Ward 7, Lucknow",Water Board,1751826.83,1700000.0,1751302.3,1493126.33,90.3,93.5,2024-12-20,2026-01-28,,6,215802.85,Delayed,15623
MPL-260115,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,25.39687,82.98378,Health,"Upgrade of primary health centre and equipment in Ward 8, Varanasi",District Rural Development Agency,7713509.44,7300000.0,7685078.81,2890597.32,43.6,37.9,2024-08-27,2025-12-27,,4,685766.71,Delayed,7043
MPL-260116,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,26.93724,75.79842,Community Hall,"Construction of multipurpose community hall in Ward 9, Jaipur",Water Board,4643071.62,4400000.0,4571041.44,3271046.79,58.7,53.0,2024-12-17,2026-05-24,,6,658118.83,Delayed,4185
MPL-260117,Rajasthan,Udaipur,Udaipur Parliamentary Constituency,24.58768,73.70672,Solar Lighting,"Installation of solar street lighting in Ward 10, Udaipur",District Rural Development Agency,5734575.75,5500000.0,5807532.67,3011977.17,59.9,76.0,2024-07-13,2025-07-24,,7,303365.25,Delayed,2561
MPL-260118,Tamil Nadu,Chennai,Chennai Parliamentary Constituency,12.99082,80.27495,Drainage,"Storm water drain and culvert improvement in Ward 11, Chennai",Municipal Corporation,13501880.24,12700000.0,13332023.7,11957159.38,97.8,100.0,2025-08-21,2026-11-19,,6,1055264.19,In Progress,2317
MPL-260119,Tamil Nadu,Madurai,Madurai Parliamentary Constituency,9.95383,78.12143,Sports,"Development of public sports ground in Ward 12, Madurai",District Education Office,15306236.82,15200000.0,16051432.78,9925485.71,65.5,80.7,2025-10-31,2026-09-10,,8,1074214.67,In Progress,3713
MPL-260120,Karnataka,Bengaluru Urban,Bengaluru Urban Parliamentary Constituency,12.999,77.67048,Road,"Construction of cement concrete link road in Ward 13, Bengaluru Urban",Water Board,4576045.8,4500000.0,4352829.53,3895202.6,68.7,100.0,2025-10-18,2026-09-15,,7,352990.04,In Progress,3832
MPL-260121,Karnataka,Mysuru,Mysuru Parliamentary Constituency,12.37118,76.66776,Education,"Additional classrooms and sanitation block at government school in Ward 14, Mysuru",Water Board,4384897.9,4100000.0,4293071.27,2946625.12,79.4,93.5,2025-09-18,2026-05-26,,2,281789.0,Delayed,3062
MPL-260122,West Bengal,Kolkata,Kolkata Parliamentary Constituency,22.49861,88.44468,Water Supply,"Piped drinking water system with overhead tank in Ward 15, Kolkata",Municipal Corporation,3251776.95,3200000.0,3348770.65,2625903.53,90.5,97.2,2024-09-15,2025-09-13,,2,392522.47,Delayed,12961
MPL-260123,Assam,Kamrup,Kamrup Parliamentary Constituency,26.21632,91.86992,Health,"Upgrade of primary health centre and equipment in Ward 16, Kamrup",Water Board,4507182.18,4300000.0,4768829.92,3290075.36,66.1,69.9,2025-01-12,2026-03-14,,4,633709.72,Delayed,4211
MPL-260124,Gujarat,Ahmedabad,Ahmedabad Parliamentary Constituency,23.08023,72.59683,Community Hall,"Construction of multipurpose community hall in Ward 17, Ahmedabad",District Rural Development Agency,5134582.62,4800000.0,4913094.62,4022975.97,73.1,64.8,2025-06-26,2026-07-25,,5,495173.53,Delayed,2332
MPL-260125,Odisha,Khordha,Khordha Parliamentary Constituency,20.31893,85.8277,Solar Lighting,"Installation of solar street lighting in Ward 18, Khordha",District Rural Development Agency,11013829.19,10300000.0,11134647.16,5977672.53,57.8,75.5,2025-11-06,2026-11-21,,3,675638.32,In Progress,6687
MPL-260126,Maharashtra,Pune,Pune Parliamentary Constituency,18.52258,73.86743,Drainage,"Storm water drain and culvert improvement in Ward 1, Pune",Water Board,13655434.46,13200000.0,13782115.84,7660493.53,49.0,46.2,2024-11-29,2025-10-23,,9,1162294.78,Delayed,836
MPL-260127,Maharashtra,Nagpur,Nagpur Parliamentary Constituency,21.27682,79.15834,Sports,"Development of public sports ground in Ward 2, Nagpur",Public Works Department,15230450.19,15000000.0,15770527.16,6864025.15,42.2,44.7,2025-10-20,2026-08-07,,2,1580054.03,Delayed,9330
MPL-260128,Uttar Pradesh,Lucknow,Lucknow Parliamentary Constituency,26.83517,80.90651,Road,"Construction of cement concrete link road in Ward 3, Lucknow",Water Board,15832095.93,15800000.0,15877227.73,15090067.79,100.0,100.0,2024-09-07,2026-02-19,2026-03-01,4,2431532.02,Completed,6023
MPL-260129,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,25.24561,83.00752,Education,"Additional classrooms and sanitation block at government school in Ward 4, Varanasi",District Education Office,7821421.04,7300000.0,8078387.0,5062242.13,69.8,82.5,2024-08-16,2025-08-25,,2,1276150.09,Delayed,1220
MPL-260130,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,26.99438,75.73545,Water Supply,"Piped drinking water system with overhead tank in Ward 5, Jaipur",District Rural Development Agency,13590656.13,13200000.0,16109850.99,14677908.62,93.5,100.0,2025-02-26,2025-12-01,,8,1651387.61,Delayed,3075
MPL-260131,Rajasthan,Udaipur,Udaipur Parliamentary Constituency,24.51732,73.7209,Health,"Upgrade of primary health centre and equipment in Ward 6, Udaipur",District Rural Development Agency,18140376.34,17700000.0,18960562.14,15971723.48,84.7,96.9,2025-07-24,2026-07-15,,4,2052937.46,Delayed,10655
MPL-260132,Tamil Nadu,Chennai,Chennai Parliamentary Constituency,12.98581,80.32261,Community Hall,"Construction of multipurpose community hall in Ward 7, Chennai",District Education Office,9968220.99,9800000.0,10784838.23,9289595.53,86.2,94.8,2025-02-07,2026-03-02,,6,1692112.11,Delayed,8040
MPL-260133,Tamil Nadu,Madurai,Madurai Parliamentary Constituency,9.81545,78.19115,Solar Lighting,"Installation of solar street lighting in Ward 8, Madurai",Water Board,7131703.16,6600000.0,6270000.0,6223477.52,69.3,64.3,2025-07-22,2026-06-11,,5,498954.93,Delayed,14738
MPL-260134,Karnataka,Bengaluru Urban,Bengaluru Urban Parliamentary Constituency,12.95226,77.54509,Drainage,"Storm water drain and culvert improvement in Ward 9, Bengaluru Urban",District Education Office,8471309.74,8000000.0,9645951.47,7435463.94,99.1,100.0,2025-03-10,2026-04-21,2026-05-01,6,1047029.07,Completed,5471
MPL-260135,Karnataka,Mysuru,Mysuru Parliamentary Constituency,12.27489,76.66132,Sports,"Development of public sports ground in Ward 10, Mysuru",Municipal Corporation,12268884.85,12100000.0,11495000.0,9373092.94,69.1,74.3,2024-08-03,2025-06-29,,3,2240029.27,Delayed,17436
MPL-260136,West Bengal,Kolkata,Kolkata Parliamentary Constituency,22.54517,88.2729,Road,"Construction of cement concrete link road in Ward 11, Kolkata",Water Board,14732060.17,13600000.0,14738221.65,15910624.99,100.0,100.0,2025-08-01,2026-09-06,2026-09-16,8,2104384.56,Completed,1231
MPL-260137,Assam,Kamrup,Kamrup Parliamentary Constituency,26.1632,91.81342,Education,"Additional classrooms and sanitation block at government school in Ward 12, Kamrup",Municipal Corporation,3339901.52,3100000.0,3590407.23,1607210.43,58.1,77.9,2025-11-19,2027-02-06,,5,147011.95,In Progress,799
MPL-260138,Gujarat,Ahmedabad,Ahmedabad Parliamentary Constituency,23.00771,72.61685,Water Supply,"Piped drinking water system with overhead tank in Ward 13, Ahmedabad",Public Works Department,8201376.84,7800000.0,7718489.8,4097205.17,62.0,85.0,2025-04-30,2026-01-31,,2,329326.82,Delayed,14261
MPL-260139,Odisha,Khordha,Khordha Parliamentary Constituency,20.11349,85.86148,Health,"Upgrade of primary health centre and equipment in Ward 14, Khordha",Public Works Department,6421380.89,6200000.0,7653161.42,5687245.18,66.4,72.8,2025-05-21,2026-02-17,,2,1304904.65,Delayed,785
MPL-260140,Maharashtra,Pune,Pune Parliamentary Constituency,18.58081,73.83106,Community Hall,"Construction of multipurpose community hall in Ward 15, Pune",Municipal Corporation,10577355.27,10300000.0,10436502.75,1754068.48,23.3,20.0,2025-09-11,2027-01-12,,4,230545.6,In Progress,7856
MPL-260141,Maharashtra,Nagpur,Nagpur Parliamentary Constituency,21.26161,79.06735,Solar Lighting,"Installation of solar street lighting in Ward 16, Nagpur",Municipal Corporation,15106197.57,14800000.0,17605651.09,7119595.8,50.4,56.2,2025-08-23,2026-12-03,,2,712607.25,In Progress,4986
MPL-260142,Uttar Pradesh,Lucknow,Lucknow Parliamentary Constituency,26.90591,80.99916,Drainage,"Storm water drain and culvert improvement in Ward 17, Lucknow",Public Works Department,1266603.63,1200000.0,1270891.22,1318103.43,95.9,100.0,2024-09-20,2025-11-19,,6,187609.26,Delayed,5927
MPL-260143,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,25.28176,82.93059,Sports,"Development of public sports ground in Ward 18, Varanasi",Municipal Corporation,10103660.45,9700000.0,10396207.9,5305854.24,63.1,80.9,2024-08-17,2025-07-18,,5,1410846.76,Delayed,4076
MPL-260144,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,26.98385,75.78016,Road,"Construction of cement concrete link road in Ward 1, Jaipur",Public Works Department,6950543.65,6600000.0,7025624.29,4602615.31,58.6,67.0,2025-11-16,2027-03-09,,7,633521.53,In Progress,3560
MPL-260145,Rajasthan,Udaipur,Udaipur Parliamentary Constituency,24.57608,73.62693,Education,"Additional classrooms and sanitation block at government school in Ward 2, Udaipur",Public Works Department,17803154.44,17600000.0,19555714.74,19227406.79,100.0,100.0,2025-07-06,2026-04-11,2026-04-21,9,3819689.76,Completed,12845
MPL-260146,Tamil Nadu,Chennai,Chennai Parliamentary Constituency,13.13194,80.28642,Water Supply,"Piped drinking water system with overhead tank in Ward 3, Chennai",Public Works Department,17353777.06,16700000.0,18376148.95,16708071.94,97.0,100.0,2025-01-21,2025-10-31,,6,3269204.17,Delayed,6031
MPL-260147,Tamil Nadu,Madurai,Madurai Parliamentary Constituency,9.89751,78.05483,Health,"Upgrade of primary health centre and equipment in Ward 4, Madurai",District Education Office,1933781.52,1900000.0,2228898.31,777626.44,39.7,44.8,2025-04-10,2026-01-13,,4,152538.27,Delayed,14422
MPL-260148,Karnataka,Bengaluru Urban,Bengaluru Urban Parliamentary Constituency,13.06836,77.57832,Community Hall,"Construction of multipurpose community hall in Ward 5, Bengaluru Urban",Municipal Corporation,15145573.17,13900000.0,13205000.0,9913614.61,66.2,64.6,2024-09-15,2026-03-25,,3,1141066.57,Delayed,3307
MPL-260149,Karnataka,Mysuru,Mysuru Parliamentary Constituency,12.296,76.70771,Solar Lighting,"Installation of solar street lighting in Ward 6, Mysuru",District Education Office,8997794.37,8400000.0,7980000.0,8291744.98,100.0,100.0,2025-04-04,2026-05-12,2026-05-22,5,1811027.4,Completed,5969
MPL-260150,West Bengal,Kolkata,Kolkata Parliamentary Constituency,22.56387,88.2937,Drainage,"Storm water drain and culvert improvement in Ward 7, Kolkata",District Education Office,4504359.73,4500000.0,4654773.97,2396272.69,45.5,42.8,2025-08-21,2026-05-12,,4,697902.99,Delayed,10944
MPL-260151,Assam,Kamrup,Kamrup Parliamentary Constituency,26.06937,91.67839,Sports,"Development of public sports ground in Ward 8, Kamrup",Municipal Corporation,15446609.25,14900000.0,14981912.37,10867270.65,62.0,72.1,2024-07-23,2025-09-20,,7,2052922.68,Delayed,11613
MPL-260152,Gujarat,Ahmedabad,Ahmedabad Parliamentary Constituency,23.00094,72.54421,Road,"Construction of cement concrete link road in Ward 9, Ahmedabad",District Education Office,4139490.04,3800000.0,3750737.91,4470649.24,100.0,82.1,2024-10-30,2026-04-15,2026-04-25,8,1099948.52,Completed,11029
MPL-260153,Odisha,Khordha,Khordha Parliamentary Constituency,20.12926,85.94629,Education,"Additional classrooms and sanitation block at government school in Ward 10, Khordha",Municipal Corporation,12582545.02,11700000.0,14013858.51,11833619.64,96.0,100.0,2025-04-25,2026-01-21,,2,1494913.39,Delayed,13259
MPL-260154,Maharashtra,Pune,Pune Parliamentary Constituency,18.46302,73.81641,Water Supply,"Piped drinking water system with overhead tank in Ward 11, Pune",District Education Office,11374928.65,10800000.0,10717643.75,8674072.35,75.4,81.3,2025-02-28,2025-11-18,,9,1739759.66,Delayed,10735
MPL-260155,Maharashtra,Nagpur,Nagpur Parliamentary Constituency,21.13582,79.04671,Health,"Upgrade of primary health centre and equipment in Ward 12, Nagpur",Water Board,16161292.25,15000000.0,14371094.69,15305293.95,100.0,91.0,2025-07-29,2027-02-25,2027-03-07,7,3378375.25,Completed,312
MPL-260156,Uttar Pradesh,Lucknow,Lucknow Parliamentary Constituency,26.72542,81.01214,Community Hall,"Construction of multipurpose community hall in Ward 13, Lucknow",Public Works Department,13910302.15,12700000.0,13297643.83,10493006.92,77.0,89.1,2024-09-07,2026-02-25,,4,2800914.43,Delayed,11446
MPL-260157,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,25.3784,83.0472,Solar Lighting,"Installation of solar street lighting in Ward 14, Varanasi",Municipal Corporation,1745095.69,1700000.0,1846491.8,1483613.84,88.9,100.0,2025-02-16,2025-11-13,,5,254126.44,Delayed,4714
MPL-260158,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,26.94079,75.81996,Drainage,"Storm water drain and culvert improvement in Ward 15, Jaipur",Public Works Department,16965498.97,15500000.0,14725000.0,11345782.98,58.8,62.8,2025-06-11,2026-02-15,,6,2515548.39,Delayed,14540
MPL-260159,Rajasthan,Udaipur,Udaipur Parliamentary Constituency,24.66105,73.57076,Sports,"Development of public sports ground in Ward 16, Udaipur",District Education Office,4560064.04,4200000.0,3990000.0,3500973.8,78.2,92.5,2025-07-19,2026-05-08,,6,921690.57,Delayed,11608
MPL-260160,Tamil Nadu,Chennai,Chennai Parliamentary Constituency,13.05629,80.25779,Road,"Construction of cement concrete link road in Ward 17, Chennai",Public Works Department,2020780.37,1900000.0,1962920.8,2127715.04,100.0,100.0,2025-07-06,2026-11-05,2026-11-15,5,457402.51,Completed,13385
MPL-260161,Tamil Nadu,Madurai,Madurai Parliamentary Constituency,9.85059,78.09866,Education,"Additional classrooms and sanitation block at government school in Ward 18, Madurai",District Education Office,3112401.15,3000000.0,2907919.6,1686760.55,60.6,63.0,2025-05-17,2027-01-05,,4,183579.14,In Progress,8035
MPL-260162,Karnataka,Bengaluru Urban,Bengaluru Urban Parliamentary Constituency,12.9547,77.50903,Water Supply,"Piped drinking water system with overhead tank in Ward 1, Bengaluru Urban",District Education Office,10679965.44,10500000.0,10618883.34,8605235.79,79.4,77.0,2024-10-06,2026-02-08,,6,1575448.88,Delayed,12090
MPL-260163,Karnataka,Mysuru,Mysuru Parliamentary Constituency,12.31135,76.55042,Health,"Upgrade of primary health centre and equipment in Ward 2, Mysuru",Municipal Corporation,1804904.23,1700000.0,1860614.37,1504290.87,79.2,80.6,2025-08-10,2027-01-15,,3,123683.76,In Progress,2656
MPL-260164,West Bengal,Kolkata,Kolkata Parliamentary Constituency,22.50552,88.34594,Community Hall,"Construction of multipurpose community hall in Ward 3, Kolkata",Public Works Department,15162833.77,14700000.0,15436614.03,9777534.11,58.1,63.2,2025-06-07,2026-11-25,,3,2006452.91,In Progress,17840
MPL-260165,Assam,Kamrup,Kamrup Parliamentary Constituency,26.09176,91.84644,Solar Lighting,"Installation of solar street lighting in Ward 4, Kamrup",Municipal Corporation,7632414.74,7000000.0,7119146.45,5923816.22,78.0,78.4,2025-10-17,2026-07-29,,7,758829.42,Delayed,14688
MPL-260166,Gujarat,Ahmedabad,Ahmedabad Parliamentary Constituency,23.05458,72.64117,Drainage,"Storm water drain and culvert improvement in Ward 5, Ahmedabad",District Education Office,7508774.47,7100000.0,6875013.36,4139486.18,66.2,72.5,2024-10-01,2026-04-05,,6,1165244.86,Delayed,12598
MPL-260167,Odisha,Khordha,Khordha Parliamentary Constituency,20.11655,85.8237,Sports,"Development of public sports ground in Ward 6, Khordha",Water Board,6059097.75,6000000.0,6716143.73,2129756.15,46.9,50.3,2025-09-11,2026-12-31,,2,384440.96,In Progress,11294
MPL-260168,Maharashtra,Pune,Pune Parliamentary Constituency,18.59877,73.75269,Road,"Construction of cement concrete link road in Ward 7, Pune",Municipal Corporation,6731648.85,6200000.0,6161875.9,5829119.69,77.0,80.3,2024-09-18,2026-02-05,,9,697775.38,Delayed,12997
MPL-260169,Maharashtra,Nagpur,Nagpur Parliamentary Constituency,21.0787,79.11337,Education,"Additional classrooms and sanitation block at government school in Ward 8, Nagpur",Water Board,7441190.77,6900000.0,7720868.57,8036486.03,94.9,84.8,2024-12-21,2025-09-15,,6,708470.62,Delayed,1176
MPL-260170,Uttar Pradesh,Lucknow,Lucknow Parliamentary Constituency,26.9381,80.93035,Water Supply,"Piped drinking water system with overhead tank in Ward 9, Lucknow",Public Works Department,2626187.01,2600000.0,2596714.82,1594493.0,51.3,37.9,2025-08-14,2027-01-23,,7,203233.06,In Progress,17427
MPL-260171,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,25.29088,82.97614,Health,"Upgrade of primary health centre and equipment in Ward 10, Varanasi",Municipal Corporation,8367199.09,8200000.0,9009443.93,8045556.58,91.2,100.0,2025-08-17,2027-01-15,,4,832656.78,In Progress,14238
MPL-260172,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,27.04413,75.80136,Community Hall,"Construction of multipurpose community hall in Ward 11, Jaipur",Public Works Department,6645344.61,6600000.0,7638590.19,4039834.55,53.3,79.4,2024-09-24,2026-04-10,,7,639214.27,Delayed,7738
MPL-260173,Rajasthan,Udaipur,Udaipur Parliamentary Constituency,24.57434,73.66145,Solar Lighting,"Installation of solar street lighting in Ward 12, Udaipur",District Rural Development Agency,16820305.17,16000000.0,15200000.0,12508262.82,66.9,85.6,2025-09-11,2026-06-01,,7,1032213.75,Delayed,16820
MPL-260174,Tamil Nadu,Chennai,Chennai Parliamentary Constituency,13.02474,80.26823,Drainage,"Storm water drain and culvert improvement in Ward 13, Chennai",Water Board,14850042.99,14500000.0,17839329.18,16038046.43,99.2,100.0,2024-10-11,2025-10-03,2025-10-13,5,3724955.31,Completed,17894
MPL-260175,Tamil Nadu,Madurai,Madurai Parliamentary Constituency,9.89884,78.05657,Sports,"Development of public sports ground in Ward 14, Madurai",Public Works Department,5121510.71,4700000.0,4931529.31,2623241.1,52.9,66.5,2025-08-10,2027-01-11,,7,220200.53,In Progress,14061
MPL-260176,Karnataka,Bengaluru Urban,Bengaluru Urban Parliamentary Constituency,13.00286,77.52239,Road,"Construction of cement concrete link road in Ward 15, Bengaluru Urban",Public Works Department,11942780.02,11600000.0,12101436.91,10531257.82,73.2,60.2,2025-05-15,2026-07-23,,8,2265266.32,Delayed,13781
MPL-260177,Karnataka,Mysuru,Mysuru Parliamentary Constituency,12.31905,76.62828,Education,"Additional classrooms and sanitation block at government school in Ward 16, Mysuru",Water Board,8270843.37,7600000.0,7309449.73,7904703.98,94.3,92.5,2024-08-08,2025-05-21,,3,1292419.93,Delayed,8546
MPL-260178,West Bengal,Kolkata,Kolkata Parliamentary Constituency,22.55305,88.38104,Water Supply,"Piped drinking water system with overhead tank in Ward 17, Kolkata",Municipal Corporation,15767978.94,14800000.0,15244930.95,13939805.16,80.9,88.3,2025-03-25,2026-10-10,,4,2380834.98,In Progress,396
MPL-260179,Assam,Kamrup,Kamrup Parliamentary Constituency,26.1091,91.60341,Health,"Upgrade of primary health centre and equipment in Ward 18, Kamrup",Public Works Department,1362603.14,1300000.0,1585825.35,951428.23,65.2,81.2,2024-11-29,2025-10-06,,9,225191.31,Delayed,4703
MPL-260180,Gujarat,Ahmedabad,Ahmedabad Parliamentary Constituency,23.02953,72.5793,Community Hall,"Construction of multipurpose community hall in Ward 1, Ahmedabad",Water Board,17068660.79,16400000.0,15676832.02,18434153.65,98.1,100.0,2025-06-28,2026-03-23,2026-04-02,7,3667113.95,Completed,1749
MPL-260181,Odisha,Khordha,Khordha Parliamentary Constituency,20.09005,85.79962,Solar Lighting,"Installation of solar street lighting in Ward 2, Khordha",District Education Office,1730243.47,1700000.0,1945112.38,1625079.07,80.1,94.2,2025-07-06,2026-09-09,,3,317123.4,In Progress,2695
MPL-260182,Maharashtra,Pune,Pune Parliamentary Constituency,18.51189,73.85376,Drainage,"Storm water drain and culvert improvement in Ward 3, Pune",Municipal Corporation,10105518.02,9300000.0,12090000.0,9470138.77,82.2,67.4,2025-09-09,2027-03-03,,4,843681.39,In Progress,8271
MPL-260183,Maharashtra,Nagpur,Nagpur Parliamentary Constituency,21.21055,79.10414,Sports,"Development of public sports ground in Ward 4, Nagpur",District Rural Development Agency,15787205.08,15700000.0,15913529.42,13164057.81,81.6,83.1,2025-07-04,2026-05-29,,4,3653381.64,Delayed,14114
MPL-260184,Uttar Pradesh,Lucknow,Lucknow Parliamentary Constituency,26.86724,80.96264,Road,"Construction of cement concrete link road in Ward 5, Lucknow",Municipal Corporation,9198099.85,9000000.0,8878936.66,8667639.79,100.0,91.5,2025-09-19,2026-08-19,2026-08-29,9,1164974.09,Completed,9949
